long,lat,name,cbg,cb,down_stream,up_stream
-121.70344328543642,38.54553694860803,['Q18-001-1'],061130106074,061130106074000,"[(-121.70392660734191, 38.54625184980141)]","[(-121.70302815540857, 38.54473173439238), (-121.70249681806796, 38.54558901040626), (-121.70508744646517, 38.54519954686369)]"
-121.69785352850302,38.545528710684,['Q18-005-1'],061130106074,061130106074000,"[(-121.69785522594063, 38.54470406988635)]","[(-121.6968303394301, 38.545451045088285)]"
-121.69578284247916,38.54549416920741,['Q18-007-1'],061130106074,061130106074005,"[(-121.6968303394301, 38.545451045088285)]",[]
-121.6968303394301,38.545451045088285,['Q18-006-1'],061130106074,061130106074005,"[(-121.69785352850302, 38.545528710684)]","[(-121.69578284247916, 38.54549416920741)]"
-121.69468475135463,38.53855461125479,['Q18-042-1'],061130106073,061130106073010,"[(-121.6946579435979, 38.53981018830924)]","[(-121.69690630931886, 38.538577082560316)]"
-121.69971270901749,38.542511868504604,['Q18-019-1'],061130106073,061130106073000,"[(-121.69970841245207, 38.542187679195116)]","[(-121.70112054036495, 38.54203690796577), (-121.6986269478344, 38.54252020788244)]"
-121.6986269478344,38.54252020788244,['Q18-020-1'],061130106073,061130106073000,"[(-121.69971270901749, 38.542511868504604)]","[(-121.6982703227592, 38.54252638630086)]"
-121.69949892998031,38.5415198734426,['Q18-025-1'],061130106073,061130106073000,"[(-121.69921440386116, 38.54093436766141)]","[(-121.69890598024764, 38.541633540871196), (-121.69970841245207, 38.542187679195116)]"
-121.69970841245207,38.542187679195116,['Q18-023-1'],061130106073,061130106073000,"[(-121.69949892998031, 38.5415198734426)]","[(-121.69971270901749, 38.542511868504604)]"
-121.69461431581581,38.541462159222306,['Q18-062-1'],061130106073,061130106073000,"[(-121.69461940786111, 38.54124322738784)]","[(-121.69456659448984, 38.543260967912545)]"
-121.6946579435979,38.53981018830924,['Q18-043-1'],061130106073,061130106073004,"[(-121.69228252091955, 38.53980466431944)]","[(-121.69468475135463, 38.53855461125479), (-121.69461940786111, 38.54124322738784)]"
-121.69456659448984,38.543260967912545,['Q18-045-1'],061130106073,061130106073000,"[(-121.69461431581581, 38.541462159222306)]","[(-121.69456246796919, 38.54384858075326), (-121.69702367868454, 38.53955704332054), (-121.69464444439342, 38.54312410569983)]"
-121.6945403870631,38.54503424146017,['Q18-012-1'],061130106074,061130106074000,"[(-121.69456246796919, 38.54384858075326)]","[(-121.6945059753953, 38.54669480522629)]"
-121.69456246796919,38.54384858075326,['Q18-017-1'],061130106074,061130106074000,"[(-121.69456659448984, 38.543260967912545)]","[(-121.69512783621121, 38.5438575611686), (-121.6945403870631, 38.54503424146017)]"
-121.69921440386116,38.54093436766141,['Q18-030-1'],061130106073,061130106073000,"[(-121.69910132181343, 38.5401791306458)]","[(-121.70008547442906, 38.54083499840547), (-121.69949892998031, 38.5415198734426)]"
-121.69890598024764,38.541633540871196,['Q18-026-1'],061130106073,061130106073000,"[(-121.69949892998031, 38.5415198734426)]",[]
-121.70008547442906,38.54083499840547,['Q18-029-1'],061130106073,061130106073002,"[(-121.69921440386116, 38.54093436766141)]",[]
-121.7003667144003,38.540102830967825,['Q18-033-1'],061130106073,061130106073002,"[(-121.69910132181343, 38.5401791306458)]",[]
-121.69910132181343,38.5401791306458,['Q18-034-1'],061130106073,061130106073002,"[(-121.69912156226229, 38.53923550142515)]","[(-121.7003667144003, 38.540102830967825), (-121.69921440386116, 38.54093436766141)]"
-121.72067459279808,38.53695636319727,['R16-012-1'],061130106082,061130106082000,"[(-121.7210085107597, 38.537612504794836)]",[]
-121.7210085107597,38.537612504794836,['R16-007-1'],061130106082,061130106082000,"[(-121.7212186406669, 38.53812549953489)]","[(-121.72067459279808, 38.53695636319727)]"
-121.7212186406669,38.53812549953489,['R16-005-1'],061130106082,061130106082000,"[(-121.72137475043861, 38.53819315857229)]","[(-121.7210085107597, 38.537612504794836)]"
-121.72041188100317,38.541259114957924,['Q16-059-1'],061130106082,061130106082000,"[(-121.71909117469181, 38.541358801360104)]",[]
-121.70978719074525,38.54399114099989,['Q17-013-1'],061130106072,061130106072004,"[(-121.71130889887868, 38.54417315697277)]","[(-121.70824813224093, 38.54366463323278)]"
-121.71027215022013,38.543261897471915,['Q17-020-1'],061130106074,061130106074000,"[(-121.71132559817947, 38.543379482349955)]","[(-121.70915649675922, 38.542989455804914)]"
-121.70824813224093,38.54366463323278,['Q17-015-1'],061130106072,061130106072001,"[(-121.70978719074525, 38.54399114099989)]","[(-121.70824309851922, 38.54405225521281), (-121.70825744905763, 38.542942542709355)]"
-121.71274600673227,38.54339567578222,['Q17-017-1'],061130106074,061130106074000,"[(-121.71246425995227, 38.54339154363429)]","[(-121.71273040594691, 38.54442113967152), (-121.71319171049154, 38.54339978675188)]"
-121.71273040594691,38.54442113967152,['Q17-010-1'],061130106072,061130106072001,"[(-121.71274600673227, 38.54339567578222)]",[]
-121.71246425995227,38.54339154363429,['Q17-018-1'],061130106074,061130106074000,"[(-121.71132559817947, 38.543379482349955)]","[(-121.71274600673227, 38.54339567578222)]"
-121.7113670656338,38.54211664564506,['Q17-025-1'],061130106074,061130106074000,"[(-121.71135664332775, 38.54267941451152)]",[]
-121.72690827409839,38.53822668602017,['R15-003-1'],061130106084,061130106084011,"[(-121.72688237570765, 38.53853986854534)]","[(-121.7268999381215, 38.53806390947159)]"
-121.72688308121445,38.53780316899164,['R15-005-1'],061130106084,061130106084011,"[(-121.7268999381215, 38.53806390947159)]","[(-121.72701553581904, 38.537536711045654)]"
-121.72701553581904,38.537536711045654,['R15-006-1'],061130106084,061130106084011,"[(-121.72688308121445, 38.53780316899164)]","[(-121.72685255456193, 38.53733920997738)]"
-121.72685255456193,38.53733920997738,['R15-007-1'],061130106084,061130106084011,"[(-121.72701553581904, 38.537536711045654)]",[]
-121.71919049124982,38.54033643557284,['Q16-077-1'],061130106082,061130106082000,"[(-121.71788065193236, 38.54038629486331)]","[(-121.72069842597693, 38.540237407484945)]"
-121.71971034880276,38.53840581836492,['R16-014-1'],061130106082,061130106082000,"[(-121.71957327530644, 38.538532008127795)]","[(-121.71967559562934, 38.538131634754336)]"
-121.7210127060324,38.543443032971105,['Q16-027-1'],061130106081,061130106081002,"[(-121.72089860574162, 38.54339515473907)]","[(-121.72155521587277, 38.54357088353293)]"
-121.72123695466381,38.54167138836943,['Q16-058-1'],061130106081,061130106081005,"[(-121.72131061223344, 38.54232781062179)]","[(-121.72213659684893, 38.5417315142329)]"
-121.72090765897883,38.54525284451345,['Q16-003-1'],061130106081,061130106081002,"[(-121.72075574097433, 38.54525341162136)]","[(-121.72177305778327, 38.54494171224533)]"
-121.72213659684893,38.5417315142329,['Q16-057-1'],061130106081,061130106081009,"[(-121.72123695466381, 38.54167138836943)]",[]
-121.72131319554148,38.54277698442176,['Q16-038-1'],061130106081,061130106081005,"[(-121.72087748780538, 38.54298834541245)]","[(-121.72187837419746, 38.54288699984904), (-121.72131061223344, 38.54232781062179)]"
-121.72211289644035,38.54181255225051,['Q16-056-1'],061130106081,061130106081005,"[(-121.72187837419746, 38.54288699984904)]",[]
-121.72131061223344,38.54232781062179,['Q16-047-1'],061130106081,061130106081005,"[(-121.72131319554148, 38.54277698442176)]","[(-121.72123695466381, 38.54167138836943)]"
-121.72187837419746,38.54288699984904,['Q16-037-1'],061130106081,061130106081002,"[(-121.72131319554148, 38.54277698442176)]","[(-121.72211289644035, 38.54181255225051)]"
-121.72025010876821,38.54401462555499,['Q16-024-1'],061130106081,061130106081002,"[(-121.72035741248222, 38.544559137848594)]","[(-121.72027933479536, 38.543437070865615)]"
-121.72177305778327,38.54494171224533,['Q16-002-1'],061130106081,061130106081002,"[(-121.72090765897883, 38.54525284451345)]","[(-121.72204575613027, 38.54493891049205)]"
-121.72027933479536,38.543437070865615,['Q16-030-1'],061130106081,061130106081002,"[(-121.72025010876821, 38.54401462555499)]","[(-121.72051396915899, 38.54339775073918)]"
-121.72087748780538,38.54298834541245,['Q16-039-1'],061130106081,061130106081002,"[(-121.72089860574162, 38.54339515473907)]","[(-121.72131319554148, 38.54277698442176)]"
-121.72089860574162,38.54339515473907,['Q16-028-1'],061130106081,061130106081002,"[(-121.72051396915899, 38.54339775073918)]","[(-121.72087748780538, 38.54298834541245), (-121.7210127060324, 38.543443032971105)]"
-121.7298778627217,38.54000907740808,['Q15-012-1'],061130106084,061130106084011,"[(-121.73144794139323, 38.539908546837744)]","[(-121.728399974484, 38.53994742930634)]"
-121.7286145431707,38.54439736440278,['Q15-004-1'],061130106084,061130106084002,"[(-121.72777606421066, 38.54474262876946)]","[(-121.73007328825508, 38.54367827158495)]"
-121.73007328825508,38.54367827158495,['Q15-003-1'],061130106084,061130106084002,"[(-121.7286145431707, 38.54439736440278)]","[(-121.73140041519859, 38.54278460241137)]"
-121.72630364204414,38.54523635033972,['Q15-007-1'],061130106082,061130106082002,"[(-121.7263563580401, 38.54650941096304)]","[(-121.72630484777673, 38.54515397867886), (-121.72705155080664, 38.54500378516469)]"
-121.72361003599205,38.53880479986627,['R15-009-1'],061130106082,061130106082000,"[(-121.72224433142513, 38.53901870075436)]","[(-121.7241611895486, 38.53870773054953)]"
-121.7241611895486,38.53870773054953,['R15-008-1'],061130106082,061130106082000,"[(-121.72361003599205, 38.53880479986627)]","[(-121.72410376796775, 38.53825485916134)]"
-121.72732507752156,38.54219287365408,['Q15-010-1'],061130106084,061130106084002,"[(-121.72748751297726, 38.54352599264672)]","[(-121.72718415115727, 38.54099620126727), (-121.72857977279979, 38.54209895335707)]"
-121.72857977279979,38.54209895335707,['Q15-009-1'],061130106084,061130106084002,"[(-121.72732507752156, 38.54219287365408)]",[]
-121.72718415115727,38.54099620126727,['Q15-011-1'],061130106084,061130106084002,"[(-121.72732507752156, 38.54219287365408)]","[(-121.72713902040358, 38.53988992065885)]"
-121.72777606421066,38.54474262876946,['Q15-005-1'],061130106082,061130106082002,"[(-121.72705155080664, 38.54500378516469)]","[(-121.72748751297726, 38.54352599264672), (-121.7286145431707, 38.54439736440278)]"
-121.72748751297726,38.54352599264672,['Q15-008-1'],061130106084,061130106084002,"[(-121.72777606421066, 38.54474262876946)]","[(-121.72732507752156, 38.54219287365408)]"
-121.72224433142513,38.53901870075436,['R15-010-1'],061130106082,061130106082000,"[(-121.72130831967581, 38.538694437304)]","[(-121.72361003599205, 38.53880479986627)]"
-121.70967014307102,38.54568366394682,['Q17-002-1'],061130106072,061130106072003,"[(-121.70965623179264, 38.546483104905015)]","[(-121.70910130721191, 38.545642231583926), (-121.71128212680775, 38.54570517479707)]"
-121.70910130721191,38.545642231583926,['Q17-003-1'],061130106072,061130106072003,"[(-121.70967014307102, 38.54568366394682)]","[(-121.70830657616388, 38.54563778853203)]"
-121.70825744905763,38.542942542709355,['Q17-023-1'],061130106074,061130106074000,"[(-121.70824813224093, 38.54366463323278)]","[(-121.70871056466677, 38.54294044406079), (-121.70801378477071, 38.54296916480202)]"
-121.70927268734586,38.54258217781862,['Q17-027-1'],061130106074,061130106074000,"[(-121.70915649675922, 38.542989455804914)]","[(-121.70939580528982, 38.54248470659279)]"
-121.70832598310928,38.544473870782355,['Q17-008-1'],061130106072,061130106072001,"[(-121.70830657616388, 38.54563778853203)]","[(-121.7088248880417, 38.54451223959325), (-121.70823351605095, 38.54417128274061)]"
-121.70830657616388,38.54563778853203,['Q17-004-1'],061130106072,061130106072001,"[(-121.70910130721191, 38.545642231583926)]","[(-121.70832598310928, 38.544473870782355)]"
-121.7088248880417,38.54451223959325,['Q17-007-1'],061130106072,061130106072002,"[(-121.70832598310928, 38.544473870782355)]","[(-121.71034732962362, 38.54489302587354)]"
-121.70696409321016,38.543178054879,['Q17-035-1'],061130106074,061130106074000,"[(-121.70690188913724, 38.54430497276735)]","[(-121.70615963255601, 38.543332975226534), (-121.7076910946534, 38.54303150877943)]"
-121.70690188913724,38.54430497276735,['Q17-032-1'],061130106074,061130106074000,"[(-121.70671158129419, 38.54506475218552)]","[(-121.70544100591589, 38.544258011055426), (-121.70753444185883, 38.54423259017063), (-121.70696409321016, 38.543178054879)]"
-121.70615963255601,38.543332975226534,['Q17-036-1'],061130106074,061130106074000,"[(-121.70696409321016, 38.543178054879)]","[(-121.70536218827016, 38.54349614284171)]"
-121.70544100591589,38.544258011055426,['Q17-033-1'],061130106074,061130106074000,"[(-121.70690188913724, 38.54430497276735)]",[]
-121.71129551594271,38.544928279048655,['Q17-005-1'],061130106072,061130106072002,"[(-121.71128212680775, 38.54570517479707)]","[(-121.71034732962362, 38.54489302587354), (-121.71130889887868, 38.54417315697277)]"
-121.71128212680775,38.54570517479707,['Q17-001-1'],061130106072,061130106072003,"[(-121.70967014307102, 38.54568366394682)]","[(-121.71129551594271, 38.544928279048655)]"
-121.70671158129419,38.54506475218552,['Q17-029-1'],061130106074,061130106074000,"[(-121.70676031263594, 38.545755001241766)]","[(-121.70758197150727, 38.54495637987092), (-121.70623013675008, 38.54501742848705), (-121.70690188913724, 38.54430497276735)]"
-121.70676031263594,38.545755001241766,['Q17-042-1'],061130106074,061130106074000,"[(-121.706794928887, 38.546443267657295)]","[(-121.70571625572671, 38.54576224844523), (-121.70757224606015, 38.54573380078052), (-121.70671158129419, 38.54506475218552)]"
-121.70915649675922,38.542989455804914,['Q17-021-1'],061130106074,061130106074000,"[(-121.71027215022013, 38.543261897471915)]","[(-121.70927268734586, 38.54258217781862)]"
-121.71431848711,38.54615153040134,['Q16-010-1'],061130106083,061130106083000,"[(-121.71338488439842, 38.54613938183744)]","[(-121.7151774877013, 38.5461608751033)]"
-121.71338488439842,38.54613938183744,['Q16-011-1'],061130106083,061130106083000,"[(-121.71333929223827, 38.5465370921979)]","[(-121.71341075333902, 38.54586508146472), (-121.71431848711, 38.54615153040134)]"
-121.71356124923452,38.542412972232896,['Q16-067-1'],061130106083,061130106083002,"[(-121.7135357382221, 38.542930879667374)]","[(-121.71357406289569, 38.54202318360303)]"
-121.7135357382221,38.542930879667374,['Q16-065-1'],061130106083,061130106083002,"[(-121.71352866194106, 38.54340423778601)]","[(-121.71356124923452, 38.542412972232896)]"
-121.71357406289569,38.54202318360303,['Q16-069-1'],061130106083,061130106083002,"[(-121.71356124923452, 38.542412972232896)]","[(-121.71358534133124, 38.54168006202822)]"
-121.71353396522989,38.53961422939169,['Q16-099-1'],061130106083,061130106083003,"[(-121.71356484942271, 38.54102976062197)]",[]
-121.71130889887868,38.54417315697277,['Q17-012-1'],061130106072,061130106072004,"[(-121.71129551594271, 38.544928279048655)]","[(-121.70978719074525, 38.54399114099989), (-121.7121667328497, 38.54418359894351), (-121.71132559817947, 38.543379482349955)]"
-121.7121667328497,38.54418359894351,['Q17-011-1'],061130106072,061130106072001,"[(-121.71130889887868, 38.54417315697277)]",[]
-121.71788065193236,38.54038629486331,['Q16-078-1'],061130106082,061130106082000,"[(-121.71803120478789, 38.54147827068868)]","[(-121.71919049124982, 38.54033643557284), (-121.71799200363078, 38.539979531902006)]"
-121.69729416660338,38.538582885397865,['Q18-074-1'],061130106073,061130106073010,"[(-121.69690630931886, 38.538577082560316)]","[(-121.69912593888365, 38.53861027703151), (-121.69714130790373, 38.53934852744062)]"
-121.69702367868454,38.53955704332054,['Q18-071-1'],061130106073,061130106073004,"[(-121.69714130790373, 38.53934852744062), (-121.69456659448984, 38.543260967912545)]","[(-121.69788901701173, 38.53959781184291), (-121.69686707769222, 38.53983448508849)]"
-121.69714130790373,38.53934852744062,['Q18-073-1'],061130106073,061130106073004,"[(-121.69729416660338, 38.538582885397865)]","[(-121.69754884630062, 38.53939506297748), (-121.69702367868454, 38.53955704332054)]"
-121.71132559817947,38.543379482349955,['Q17-019-1'],061130106074,061130106074000,"[(-121.71130889887868, 38.54417315697277)]","[(-121.71135664332775, 38.54267941451152), (-121.71027215022013, 38.543261897471915), (-121.71246425995227, 38.54339154363429)]"
-121.70571625572671,38.54576224844523,['Q17-043-1'],061130106074,061130106074000,"[(-121.70676031263594, 38.545755001241766)]",[]
