long,lat,name,cbg,cb,down_stream,up_stream
-121.68523693572962,38.5477211311958,['P19-041-1'],061130104012,061130104012001,"[(-121.68648865355955, 38.547712143662444)]","[(-121.6840937967661, 38.54779373749814)]"
-121.68373819735525,38.54780324186612,['P20-017-1'],061130104012,061130104012001,"[(-121.68253254129458, 38.54782249002428)]",[]
-121.67528720352568,38.574856272541936,['M20-007-1'],061130105052,061130105052033,"[(-121.67349529802735, 38.57484666607894)]","[(-121.6752923956797, 38.57480104895341), (-121.67637761073061, 38.57484987722026)]"
-121.68604237105497,38.55441330775777,['O19-003-1'],061130104014,061130104014011,"[(-121.68776897520009, 38.55401133391324)]","[(-121.68559917849626, 38.55451438711145)]"
-121.67988317285119,38.547098858276556,['P20-033-1'],061130104012,061130104012001,"[(-121.67985870128285, 38.54639364419611)]","[(-121.68010575652595, 38.54781922293078)]"
-121.6752923956797,38.57480104895341,['M20-008-1'],061130105052,061130105052033,"[(-121.67528720352568, 38.574856272541936)]","[(-121.6753454345374, 38.57350088585924)]"
-121.6753454345374,38.57350088585924,['M20-009-1'],061130105052,061130105052033,"[(-121.6752923956797, 38.57480104895341)]","[(-121.67539805225245, 38.57221098575887)]"
-121.67841642672543,38.54763626916385,['P20-021-1'],061130104012,061130104012003,"[(-121.68010575652595, 38.54781922293078)]","[(-121.67776570605905, 38.547339369437154)]"
-121.68115442015385,38.54415088209671,['Q20-010-1'],061130104012,061130104012003,"[(-121.68170292155096, 38.54416796422043)]","[(-121.6806853932835, 38.54408943268867)]"
-121.68170292155096,38.54416796422043,['Q20-009-1'],061130104012,061130104012003,"[(-121.68202043312476, 38.54407435166356)]","[(-121.68115442015385, 38.54415088209671)]"
-121.6806853932835,38.54408943268867,['Q20-011-1'],061130104012,061130104012003,"[(-121.68115442015385, 38.54415088209671)]",[]
-121.6801383034851,38.54415037201899,['Q20-008-1'],061130104012,061130104012003,"[(-121.68036101444157, 38.543896190019865)]",[]
-121.68036101444157,38.543896190019865,['Q20-007-1'],061130104012,061130104012003,"[(-121.68094882473571, 38.54384890202195)]","[(-121.6801383034851, 38.54415037201899)]"
-121.67650524943278,38.54522523512333,['Q20-040-1'],061130104012,061130104012000,"[(-121.67665129068784, 38.544053874112805)]",[]
-121.67665129068784,38.544053874112805,['Q20-039-1'],061130104012,061130104012000,"[(-121.67650951383591, 38.5427547046551)]","[(-121.67650524943278, 38.54522523512333)]"
-121.67648372513378,38.545738583898704,['P20-026-1'],061130104012,061130104012003,"[(-121.67675322066052, 38.546715448862166)]",[]
-121.68202043312476,38.54407435166356,['Q20-004-1'],061130104012,061130104012003,"[(-121.68247022406732, 38.544165995970666)]","[(-121.68170292155096, 38.54416796422043), (-121.68151479004192, 38.54392121369012)]"
-121.67675322066052,38.546715448862166,['P20-025-1'],061130104012,061130104012003,"[(-121.67776570605905, 38.547339369437154)]","[(-121.67638978854167, 38.547702242537646), (-121.67648372513378, 38.545738583898704)]"
-121.68228115911722,38.5464979460819,['P20-030-1'],061130104012,061130104012001,"[(-121.68241680409653, 38.54602039915131)]",[]
-121.68241680409653,38.54602039915131,['P20-029-1'],061130104012,061130104012001,"[(-121.6838549753871, 38.545954058293816)]","[(-121.68099556975638, 38.54584560490022), (-121.68228115911722, 38.5464979460819)]"
-121.67638978854167,38.547702242537646,['P20-024-1'],061130104012,061130104012000,"[(-121.67675322066052, 38.546715448862166)]",[]
-121.67740112682947,38.54782619675829,['P20-022-1'],061130104012,061130104012000,"[(-121.67776570605905, 38.547339369437154)]",[]
-121.67776570605905,38.547339369437154,['P20-023-1'],061130104012,061130104012003,"[(-121.67841642672543, 38.54763626916385)]","[(-121.67740112682947, 38.54782619675829), (-121.67675322066052, 38.546715448862166)]"
-121.68151479004192,38.54392121369012,['Q20-005-1'],061130104012,061130104012003,"[(-121.68202043312476, 38.54407435166356)]","[(-121.68094882473571, 38.54384890202195)]"
-121.68094882473571,38.54384890202195,['Q20-006-1'],061130104012,061130104012003,"[(-121.68151479004192, 38.54392121369012)]","[(-121.68036101444157, 38.543896190019865)]"
-121.67890585440036,38.54508343598159,['Q20-041-1'],061130104012,061130104012003,"[(-121.679505750481, 38.545815150859674)]",[]
-121.67985870128285,38.54639364419611,['P20-032-1'],061130104012,061130104012001,"[(-121.68099556975638, 38.54584560490022)]","[(-121.679505750481, 38.545815150859674), (-121.67988317285119, 38.547098858276556)]"
-121.679505750481,38.545815150859674,['P20-034-1'],061130104012,061130104012003,"[(-121.67985870128285, 38.54639364419611)]","[(-121.67890585440036, 38.54508343598159)]"
-121.68391068010094,38.55179250136841,['P20-003-1'],061130104014,061130104014011,"[(-121.68360295780664, 38.55043836625371)]",[]
-121.75861379253122,38.5556237405759,['O12-038-1'],061130107032,061130107032006,"[(-121.75859049837801, 38.556168243505276)]","[(-121.75867032435563, 38.554302260975774)]"
-121.72111475252284,38.547646794846564,['P15-044-1'],061130106102,061130106102014,"[(-121.72249717357161, 38.54736533447259)]","[(-121.7200565853059, 38.54788680248997)]"
-121.71881419239386,38.55209118910752,['P16-046-1'],061130106102,061130106102004,"[(-121.71868860966364, 38.55195121049689)]","[(-121.71878774547552, 38.5531482325832)]"
-121.72930778250917,38.5532135925526,['P15-004-1'],061130106023,061130106023000,"[(-121.7292981555717, 38.55337817212525)]","[(-121.72931042042221, 38.55235913388914), (-121.72772027133391, 38.553203772584496)]"
-121.71971094670967,38.56090198489959,['N16-026-1'],061130106092,061130106092000,"[(-121.71888339532333, 38.56097430965592)]","[(-121.71964522858337, 38.56019837882194)]"
-121.71957135048238,38.559416633193656,['O16-008-1'],061130106092,061130106092000,"[(-121.71833441957955, 38.559527620537324)]","[(-121.71950331861252, 38.55871204798475)]"
-121.71833441957955,38.559527620537324,['O16-009-1'],061130106092,061130106092000,"[(-121.71744493936947, 38.55960742336796)]","[(-121.71957135048238, 38.559416633193656)]"
-121.72058269218945,38.5601483211228,['O16-002-1'],061130106092,061130106092000,"[(-121.72071137917919, 38.56158077411929)]","[(-121.72084487927965, 38.560124303760155)]"
-121.72084487927965,38.560124303760155,['O16-001-1'],061130106092,061130106092004,"[(-121.72058269218945, 38.5601483211228)]","[(-121.72204492617193, 38.56002013853895), (-121.7207345596091, 38.55937886939907)]"
-121.72037865580529,38.557818645578074,['O16-025-1'],061130106092,061130106092000,"[(-121.72047939559917, 38.558611054773465)]","[(-121.72031380864901, 38.55709618718334), (-121.72180971626227, 38.557745317168575), (-121.71946611980988, 38.55787010609861)]"
-121.71946611980988,38.55787010609861,['O16-026-1'],061130106092,061130106092000,"[(-121.72037865580529, 38.557818645578074)]","[(-121.71796107836356, 38.55790286454008), (-121.7194040518994, 38.55717333639504)]"
-121.7194040518994,38.55717333639504,['O16-035-1'],061130106102,061130106102001,"[(-121.71946611980988, 38.55787010609861), (-121.71860610633813, 38.55721712121534)]",[]
-121.71860610633813,38.55721712121534,['O16-036-1'],061130106102,061130106102000,"[(-121.71763129194373, 38.557264763759626)]","[(-121.7194040518994, 38.55717333639504)]"
-121.71940713257437,38.555741555545666,['O16-053-1'],061130106102,061130106102001,"[(-121.7193879660005, 38.556417770161474)]","[(-121.71866876127389, 38.555765938425566), (-121.71941831387653, 38.55530004735523)]"
-121.71867819213955,38.55445280173728,['O16-069-1'],061130106102,061130106102004,"[(-121.71776626951565, 38.55456265161552)]","[(-121.71869348710058, 38.55399164838219)]"
-121.71943623337259,38.55418396803194,['O16-068-1'],061130106102,061130106102004,"[(-121.71947790331977, 38.553315510559656)]",[]
-121.71943014238852,38.55502920034764,['O16-060-1'],061130106102,061130106102001,"[(-121.71872150413233, 38.55504915919744)]","[(-121.71942679320009, 38.55513036936378), (-121.719438490089, 38.55464483176799)]"
-121.72131552961623,38.55434049059113,['O16-043-1'],061130106102,061130106102001,"[(-121.72305118634719, 38.55418026086748)]","[(-121.72030476687644, 38.554403148145006)]"
-121.72295747503517,38.55374155340131,['O15-080-1'],061130106102,061130106102011,"[(-121.72319572400856, 38.55333494916211)]","[(-121.72305118634719, 38.55418026086748)]"
-121.72240759029691,38.55698493465879,['O15-054-1'],061130106102,061130106102003,"[(-121.72031380864901, 38.55709618718334)]","[(-121.72428482124016, 38.5568875748176)]"
-121.72637538693914,38.55677816913475,['O15-052-1'],061130106102,061130106102001,"[(-121.72428482124016, 38.5568875748176)]",[]
-121.7219390679934,38.55927264839994,['O15-029-1'],061130106092,061130106092009,"[(-121.7207345596091, 38.55937886939907)]","[(-121.72182475082248, 38.55849375071231), (-121.72199007331389, 38.55961745934215)]"
-121.72272783438851,38.55825842683238,['O15-035-1'],061130106092,061130106092010,"[(-121.72296361675458, 38.55993799369477)]","[(-121.72273584032835, 38.55769428536271)]"
-121.72204492617193,38.56002013853895,['O15-017-1'],061130106092,061130106092004,"[(-121.72084487927965, 38.560124303760155)]","[(-121.72296361675458, 38.55993799369477)]"
-121.72296361675458,38.55993799369477,['O15-016-1'],061130106092,061130106092004,"[(-121.72204492617193, 38.56002013853895)]","[(-121.72272783438851, 38.55825842683238), (-121.72386578063424, 38.55985686205625)]"
-121.72635744168122,38.55930519842992,['O15-012-1'],061130106092,061130106092010,"[(-121.72562343976549, 38.55959630634534)]","[(-121.72661050598107, 38.558700370389545), (-121.72670114447119, 38.559552197671074)]"
-121.72661050598107,38.558700370389545,['O15-024-1'],061130106092,061130106092011,"[(-121.72635744168122, 38.55930519842992)]","[(-121.72650919708208, 38.55761665606235)]"
-121.72650919708208,38.55761665606235,['O15-041-1'],061130106092,061130106092011,"[(-121.7255225893672, 38.55764645310264), (-121.72661050598107, 38.558700370389545)]","[(-121.72700892785713, 38.5575867686519)]"
-121.72689248203496,38.55637308669142,['O15-059-1'],061130106102,061130106102001,"[(-121.72700892785713, 38.5575867686519)]",[]
-121.7270490960386,38.55853138578675,['O15-023-1'],061130106092,061130106092011,"[(-121.72700892785713, 38.5575867686519)]","[(-121.72715443859272, 38.559685346699666)]"
-121.72700892785713,38.5575867686519,['O15-040-1'],061130106092,061130106092011,"[(-121.72650919708208, 38.55761665606235)]","[(-121.72689248203496, 38.55637308669142), (-121.7270490960386, 38.55853138578675), (-121.72733759121394, 38.557567767373925)]"
-121.72763062346826,38.55653209531219,['O15-051-1'],061130106111,061130106111007,"[(-121.72756240967517, 38.55582252662925)]",[]
-121.72753289968857,38.555549345008785,['O15-067-1'],061130106111,061130106111007,"[(-121.72749674053443, 38.55510261730645)]","[(-121.72756240967517, 38.55582252662925)]"
-121.72749674053443,38.55510261730645,['O15-068-1'],061130106111,061130106111009,"[(-121.7275425052726, 38.554225568002096)]","[(-121.72753289968857, 38.555549345008785)]"
-121.7275425052726,38.554225568002096,['O15-072-1'],061130106111,061130106111009,"[(-121.72768248992662, 38.5538355391515)]","[(-121.72749674053443, 38.55510261730645)]"
-121.72768248992662,38.5538355391515,['O15-077-1'],061130106111,061130106111014,"[(-121.72827023801939, 38.55377305080959)]","[(-121.7275425052726, 38.554225568002096)]"
-121.73038671696098,38.55382854747757,['O15-074-1'],061130106111,061130106111009,"[(-121.73039613861076, 38.5534177664827)]","[(-121.72882079952534, 38.55379241712085), (-121.73056305312734, 38.55383708740388), (-121.730374420171, 38.55425382840386)]"
-121.730374420171,38.55425382840386,['O15-073-1'],061130106111,061130106111006,"[(-121.73038671696098, 38.55382854747757)]","[(-121.73036781372345, 38.55450300004531)]"
-121.72847189624389,38.55442633495297,['O15-071-1'],061130106111,061130106111006,"[(-121.72943066601586, 38.55446444609396)]","[(-121.72847688031727, 38.55531525340995)]"
-121.72943066601586,38.55446444609396,['O15-070-1'],061130106111,061130106111006,"[(-121.73036781372345, 38.55450300004531)]","[(-121.72847189624389, 38.55442633495297), (-121.72940495311848, 38.55553515557752)]"
-121.71601505013247,38.55815184857031,['O16-030-1'],061130106091,061130106091002,"[(-121.71731811751586, 38.5581850554426)]",[]
-121.71950331861252,38.55871204798475,['O16-017-1'],061130106092,061130106092000,"[(-121.71957135048238, 38.559416633193656), (-121.71832199226407, 38.558818047419)]",[]
-121.71594590406845,38.55897848725098,['O16-020-1'],061130106091,061130106091002,"[(-121.7173838778211, 38.5589022140839)]",[]
-121.71412477214007,38.55915566729421,['O16-022-1'],061130106091,061130106091003,"[(-121.71309233105984, 38.55921440540684)]","[(-121.7150178732118, 38.55910484902065)]"
-121.7150178732118,38.55910484902065,['O16-021-1'],061130106091,061130106091002,"[(-121.71509759088367, 38.55980719486862), (-121.71412477214007, 38.55915566729421)]",[]
-121.71309233105984,38.55921440540684,['O16-023-1'],061130106091,061130106091000,"[(-121.71307098691086, 38.55992174407453)]","[(-121.71412477214007, 38.55915566729421), (-121.71311792222737, 38.55817082142025)]"
-121.71409417676614,38.55834542489003,['O16-032-1'],061130106091,061130106091002,"[(-121.71412252187714, 38.55723918036556)]","[(-121.71498936421004, 38.55836071566228)]"
-121.71311792222737,38.55817082142025,['O16-033-1'],061130106091,061130106091000,"[(-121.71309233105984, 38.55921440540684)]","[(-121.71314424498121, 38.55722430713117)]"
-121.71509759088367,38.55980719486862,['O16-011-1'],061130106091,061130106091002,"[(-121.71421858271077, 38.55985688293803)]","[(-121.7150178732118, 38.55910484902065)]"
-121.71421858271077,38.55985688293803,['O16-012-1'],061130106091,061130106091003,"[(-121.71307098691086, 38.55992174407453)]","[(-121.71509759088367, 38.55980719486862)]"
-121.71307098691086,38.55992174407453,['O16-013-1'],061130106091,061130106091000,"[(-121.7130502347348, 38.560709618977505)]","[(-121.71421858271077, 38.55985688293803), (-121.71309233105984, 38.55921440540684)]"
-121.71742509219519,38.55769791643431,['O16-028-1'],061130106091,061130106091002,"[(-121.71731811751586, 38.5581850554426)]","[(-121.716266067425, 38.55727681710903), (-121.71763129194373, 38.557264763759626)]"
-121.71731811751586,38.5581850554426,['O16-029-1'],061130106092,061130106092000,"[(-121.7173838778211, 38.5589022140839)]","[(-121.71601505013247, 38.55815184857031), (-121.71742509219519, 38.55769791643431)]"
-121.71502085658194,38.55725495786371,['O16-039-1'],061130106101,061130106101000,"[(-121.71412252187714, 38.55723918036556), (-121.716266067425, 38.55727681710903)]","[(-121.71498936421004, 38.55836071566228)]"
-121.71314424498121,38.55722430713117,['O16-041-1'],061130106091,061130106091000,"[(-121.71311792222737, 38.55817082142025)]","[(-121.71282966429584, 38.55721663615207), (-121.71412252187714, 38.55723918036556)]"
-121.71412252187714,38.55723918036556,['O16-040-1'],061130106091,061130106091004,"[(-121.71314424498121, 38.55722430713117)]","[(-121.71502085658194, 38.55725495786371), (-121.71409417676614, 38.55834542489003)]"
-121.7173838778211,38.5589022140839,['O16-019-1'],061130106092,061130106092000,"[(-121.71744493936947, 38.55960742336796)]","[(-121.71832199226407, 38.558818047419), (-121.71594590406845, 38.55897848725098), (-121.71731811751586, 38.5581850554426)]"
-121.71744493936947,38.55960742336796,['O16-010-1'],061130106091,061130106091002,"[(-121.71751933543521, 38.560388540112875)]","[(-121.71833441957955, 38.559527620537324), (-121.7173838778211, 38.5589022140839)]"
-121.716266067425,38.55727681710903,['O16-038-1'],061130106091,061130106091002,"[(-121.71742509219519, 38.55769791643431)]","[(-121.71502085658194, 38.55725495786371)]"
-121.71498936421004,38.55836071566228,['O16-031-1'],061130106091,061130106091002,"[(-121.71409417676614, 38.55834542489003), (-121.71502085658194, 38.55725495786371)]",[]
-121.7193879660005,38.556417770161474,['O16-044-1'],061130106102,061130106102001,"[(-121.71843513922705, 38.55653296720185)]","[(-121.71940713257437, 38.555741555545666)]"
-121.71574864507213,38.54937782605988,['P16-035-1'],061130106101,061130106101004,"[(-121.71578197717598, 38.5503795690254)]","[(-121.71563736282909, 38.5490542781126)]"
-121.72225269235456,38.549986118894,['P15-046-1'],061130106102,061130106102013,"[(-121.7230515781086, 38.550533714230085)]",[]
-121.7230515781086,38.550533714230085,['P15-045-1'],061130106102,061130106102013,"[(-121.72404254895932, 38.5496375419255)]","[(-121.72225269235456, 38.549986118894), (-121.72289271637983, 38.55067753534428)]"
-121.71358648066982,38.55192321028861,['P16-033-1'],061130106101,061130106101004,"[(-121.71331949370672, 38.55326644682464)]",[]
-121.71399957160028,38.55170069289085,['P16-032-1'],061130106101,061130106101011,"[(-121.71574684993834, 38.551732658688586)]",[]
-121.73034370865317,38.55556884083628,['O15-060-1'],061130106111,061130106111006,"[(-121.73036781372345, 38.55450300004531)]",[]
-121.72853294392867,38.55550585484521,['O15-064-1'],061130106111,061130106111006,"[(-121.72893288973329, 38.55553886859404)]","[(-121.72855995715784, 38.55566923795538)]"
-121.72940495311848,38.55553515557752,['O15-061-1'],061130106111,061130106111006,"[(-121.72943066601586, 38.55446444609396)]","[(-121.72893288973329, 38.55553886859404)]"
-121.72893288973329,38.55553886859404,['O15-062-1'],061130106111,061130106111006,"[(-121.72940495311848, 38.55553515557752)]","[(-121.72853294392867, 38.55550585484521), (-121.72900559185919, 38.55629755065081)]"
-121.72827023801939,38.55377305080959,['O15-076-1'],061130106111,061130106111009,"[(-121.72882079952534, 38.55379241712085)]","[(-121.72768248992662, 38.5538355391515)]"
-121.72756240967517,38.55582252662925,['O15-066-1'],061130106111,061130106111007,"[(-121.72753289968857, 38.555549345008785)]","[(-121.72763062346826, 38.55653209531219)]"
-121.73036781372345,38.55450300004531,['O15-069-1'],061130106111,061130106111006,"[(-121.730374420171, 38.55425382840386)]","[(-121.73034370865317, 38.55556884083628), (-121.72943066601586, 38.55446444609396)]"
-121.71763129194373,38.557264763759626,['O16-037-1'],061130106102,061130106102000,"[(-121.71742509219519, 38.55769791643431)]","[(-121.71860610633813, 38.55721712121534), (-121.71765762876672, 38.55651910912179)]"
-121.72305118634719,38.55418026086748,['O15-079-1'],061130106102,061130106102011,"[(-121.72295747503517, 38.55374155340131)]","[(-121.72131552961623, 38.55434049059113), (-121.72460320104797, 38.55397257343013)]"
-121.71832199226407,38.558818047419,['O16-018-1'],061130106092,061130106092002,"[(-121.7173838778211, 38.5589022140839)]","[(-121.71950331861252, 38.55871204798475)]"
-121.71796107836356,38.55790286454008,['O16-027-1'],061130106092,061130106092000,"[(-121.71946611980988, 38.55787010609861)]",[]
-121.72369245261906,38.55769778128901,['O15-044-1'],061130106102,061130106102002,"[(-121.72273584032835, 38.55769428536271)]","[(-121.72458166065842, 38.55769858955698), (-121.72364258469669, 38.55836862634141)]"
-121.72458166065842,38.55769858955698,['O15-043-1'],061130106102,061130106102002,"[(-121.72369245261906, 38.55769778128901)]","[(-121.72469387278478, 38.55891635387118), (-121.7255225893672, 38.55764645310264)]"
-121.72273584032835,38.55769428536271,['O15-045-1'],061130106102,061130106102003,"[(-121.72180971626227, 38.557745317168575), (-121.72272783438851, 38.55825842683238)]","[(-121.72369245261906, 38.55769778128901)]"
-121.72180971626227,38.557745317168575,['O16-024-1'],061130106092,061130106092000,"[(-121.72037865580529, 38.557818645578074)]","[(-121.72273584032835, 38.55769428536271)]"
-121.7255225893672,38.55764645310264,['O15-042-1'],061130106092,061130106092010,"[(-121.72458166065842, 38.55769858955698)]","[(-121.72650919708208, 38.55761665606235), (-121.72563826708529, 38.558866112494634)]"
-121.72563826708529,38.558866112494634,['O15-025-1'],061130106092,061130106092010,"[(-121.7255225893672, 38.55764645310264)]",[]
-121.72562343976549,38.55959630634534,['O15-013-1'],061130106092,061130106092011,"[(-121.72449897760947, 38.55973255484777)]","[(-121.72635744168122, 38.55930519842992)]"
-121.72428482124016,38.5568875748176,['O15-053-1'],061130106102,061130106102002,"[(-121.72240759029691, 38.55698493465879)]","[(-121.72637538693914, 38.55677816913475)]"
-121.72715443859272,38.559685346699666,['O15-008-1'],061130106092,061130106092011,"[(-121.7270490960386, 38.55853138578675)]",[]
-121.72469387278478,38.55891635387118,['O15-026-1'],061130106092,061130106092010,"[(-121.72458166065842, 38.55769858955698)]",[]
-121.72449897760947,38.55973255484777,['O15-014-1'],061130106092,061130106092011,"[(-121.72386578063424, 38.55985686205625), (-121.72462384380376, 38.561070112105135)]","[(-121.72562343976549, 38.55959630634534)]"
-121.72047939559917,38.558611054773465,['O16-016-1'],061130106092,061130106092003,"[(-121.72055352645651, 38.55939532802722)]","[(-121.72182475082248, 38.55849375071231), (-121.72037865580529, 38.557818645578074)]"
-121.72386578063424,38.55985686205625,['O15-015-1'],061130106092,061130106092004,"[(-121.72296361675458, 38.55993799369477)]","[(-121.72374123585263, 38.55900506001587), (-121.72449897760947, 38.55973255484777)]"
-121.72182475082248,38.55849375071231,['O16-014-1'],061130106092,061130106092009,"[(-121.72047939559917, 38.558611054773465), (-121.7219390679934, 38.55927264839994)]","[(-121.72177870882648, 38.5581800490356)]"
-121.72055352645651,38.55939532802722,['O16-007-1'],061130106092,061130106092000,"[(-121.7207345596091, 38.55937886939907)]","[(-121.72047939559917, 38.558611054773465)]"
-121.7207345596091,38.55937886939907,['O16-006-1'],061130106092,061130106092000,"[(-121.72084487927965, 38.560124303760155)]","[(-121.72055352645651, 38.55939532802722), (-121.7219390679934, 38.55927264839994)]"
-121.72030476687644,38.554403148145006,['O16-090-1'],061130106102,061130106102004,"[(-121.72131552961623, 38.55434049059113)]",[]
-121.7165615443229,38.54884575563064,['P16-048-1'],061130106101,061130106101010,"[(-121.71563736282909, 38.5490542781126)]","[(-121.71747183596891, 38.5486392718972)]"
-121.71805184396857,38.552505114401136,['P16-039-1'],061130106102,061130106102004,"[(-121.71809813749387, 38.552881965915276)]",[]
-121.7036568053131,38.55324171636912,['P17-051-1'],061130106052,061130106052000,"[(-121.70382706971019, 38.55399682042866)]","[(-121.7048272035077, 38.55301748743521)]"
-121.70596947310051,38.55247322998556,['P17-049-1'],061130106052,061130106052000,"[(-121.7048272035077, 38.55301748743521)]",[]
-121.7048272035077,38.55301748743521,['P17-050-1'],061130106052,061130106052000,"[(-121.7036568053131, 38.55324171636912)]","[(-121.70596947310051, 38.55247322998556)]"
-121.7137606090412,38.554864022856094,['O16-066-1'],061130106101,061130106101009,"[(-121.71245698554372, 38.55489963494294)]","[(-121.7137446898829, 38.55553686037265), (-121.71471764732054, 38.55487958137795)]"
-121.71245698554372,38.55489963494294,['O17-041-1'],061130106101,061130106101000,"[(-121.71223872689336, 38.55414115961125)]","[(-121.71132254965279, 38.55562280329459), (-121.7137606090412, 38.554864022856094)]"
-121.716162287876,38.553097975181046,['P16-019-1'],061130106101,061130106101005,"[(-121.71597457800466, 38.55263525316894)]","[(-121.7170358274175, 38.55288837175015), (-121.71633513111023, 38.55365712698262)]"
-121.71632086325566,38.554232145830625,['O16-074-1'],061130106101,061130106101005,"[(-121.71633513111023, 38.55365712698262)]","[(-121.7157322838771, 38.55422447665132), (-121.71630110392258, 38.5549107886938)]"
-121.71630110392258,38.5549107886938,['O16-064-1'],061130106101,061130106101008,"[(-121.71632086325566, 38.554232145830625)]","[(-121.71715214117344, 38.554921850847286), (-121.71471764732054, 38.55487958137795), (-121.71628352991226, 38.55557049699747)]"
-121.71467649577171,38.553460474926425,['P16-021-1'],061130106101,061130106101005,"[(-121.71373490957599, 38.55367469900125)]","[(-121.71473805381918, 38.55421120455255), (-121.71560820073506, 38.55323671121171)]"
-121.71386014201578,38.55418642474216,['O16-078-1'],061130106101,061130106101009,"[(-121.713236501197, 38.55417450847979), (-121.71373490957599, 38.55367469900125)]",[]
-121.71373490957599,38.55367469900125,['O16-080-1'],061130106101,061130106101005,"[(-121.71310363970052, 38.55381931705919)]","[(-121.71386014201578, 38.55418642474216), (-121.71467649577171, 38.553460474926425)]"
-121.71237678176415,38.555823615472015,['O17-039-1'],061130106101,061130106101002,"[(-121.7137446898829, 38.55553686037265)]",[]
-121.71868860966364,38.55195121049689,['P16-025-1'],061130106101,061130106101010,"[(-121.71763794985725, 38.55221547729213)]","[(-121.71881419239386, 38.55209118910752), (-121.72014300703316, 38.5515787640769)]"
-121.72165177831239,38.551297571042504,['P16-022-1'],061130106102,061130106102013,"[(-121.72289271637983, 38.55067753534428)]","[(-121.72084337261553, 38.551472836566134)]"
-121.71988540576352,38.55167045419418,['P16-024-1'],061130106101,061130106101010,"[(-121.72084337261553, 38.551472836566134)]","[(-121.71982834458045, 38.55293900017876)]"
-121.72289271637983,38.55067753534428,['P15-040-1'],061130106102,061130106102013,"[(-121.7230515781086, 38.550533714230085)]","[(-121.72165177831239, 38.551297571042504)]"
-121.72404254895932,38.5496375419255,['P15-039-1'],061130106102,061130106102013,"[(-121.72491799092938, 38.54904387659926)]","[(-121.7230515781086, 38.550533714230085)]"
-121.71747183596891,38.5486392718972,['P16-036-1'],061130106101,061130106101010,"[(-121.7165615443229, 38.54884575563064)]",[]
-121.71262627023965,38.55187297007209,['P17-040-1'],061130106101,061130106101004,"[(-121.71264189280016, 38.55342984355794)]","[(-121.71267817751225, 38.55068892950046)]"
-121.71264189280016,38.55342984355794,['O17-044-1'],061130106101,061130106101004,"[(-121.71188941152279, 38.5537445307993)]","[(-121.71262627023965, 38.55187297007209), (-121.71331949370672, 38.55326644682464)]"
-121.71560820073506,38.55323671121171,['P16-020-1'],061130106101,061130106101005,"[(-121.71467649577171, 38.553460474926425), (-121.7157322838771, 38.55422447665132)]",[]
-121.71471764732054,38.55487958137795,['O16-065-1'],061130106101,061130106101009,"[(-121.71630110392258, 38.5549107886938), (-121.7137606090412, 38.554864022856094)]",[]
-121.71574797512193,38.55556879844893,['O16-057-1'],061130106101,061130106101003,"[(-121.71628352991226, 38.55557049699747)]","[(-121.71470244295176, 38.55555082401948), (-121.71572109164126, 38.55639935076223)]"
-121.71473080531187,38.55450848355625,['O16-067-1'],061130106101,061130106101009,"[(-121.71473805381918, 38.55421120455255)]",[]
-121.7157322838771,38.55422447665132,['O16-076-1'],061130106101,061130106101008,"[(-121.71632086325566, 38.554232145830625)]","[(-121.71560820073506, 38.55323671121171), (-121.71473805381918, 38.55421120455255)]"
-121.71473805381918,38.55421120455255,['O16-077-1'],061130106101,061130106101009,"[(-121.71467649577171, 38.553460474926425), (-121.7157322838771, 38.55422447665132)]","[(-121.71473080531187, 38.55450848355625)]"
-121.71470244295176,38.55555082401948,['O16-058-1'],061130106101,061130106101003,"[(-121.7137446898829, 38.55553686037265), (-121.71574797512193, 38.55556879844893)]","[(-121.71468238493236, 38.55638069273976)]"
-121.71468238493236,38.55638069273976,['O16-050-1'],061130106101,061130106101000,"[(-121.71470244295176, 38.55555082401948)]",[]
-121.71572109164126,38.55639935076223,['O16-049-1'],061130106101,061130106101000,"[(-121.71574797512193, 38.55556879844893)]",[]
-121.71680981502931,38.5517511964409,['P16-030-1'],061130106101,061130106101010,"[(-121.71574684993834, 38.551732658688586)]",[]
-121.71578197717598,38.5503795690254,['P16-034-1'],061130106101,061130106101004,"[(-121.71574684993834, 38.551732658688586)]","[(-121.71574864507213, 38.54937782605988)]"
-121.71776626951565,38.55456265161552,['O16-070-1'],061130106102,061130106102004,"[(-121.71769732983783, 38.55504037463922)]","[(-121.71867819213955, 38.55445280173728)]"
-121.71563736282909,38.5490542781126,['P16-037-1'],061130106101,061130106101004,"[(-121.71574864507213, 38.54937782605988)]","[(-121.7165615443229, 38.54884575563064)]"
-121.71331949370672,38.55326644682464,['P16-029-1'],061130106101,061130106101004,"[(-121.71264189280016, 38.55342984355794)]","[(-121.71481014206994, 38.55293113899698), (-121.71358648066982, 38.55192321028861)]"
-121.71763794985725,38.55221547729213,['P16-026-1'],061130106101,061130106101010,"[(-121.71597457800466, 38.55263525316894)]","[(-121.71868860966364, 38.55195121049689)]"
-121.71481014206994,38.55293113899698,['P16-028-1'],061130106101,061130106101005,"[(-121.71331949370672, 38.55326644682464)]","[(-121.71597457800466, 38.55263525316894)]"
-121.71574684993834,38.551732658688586,['P16-031-1'],061130106101,061130106101011,"[(-121.71597457800466, 38.55263525316894)]","[(-121.71578197717598, 38.5503795690254), (-121.71680981502931, 38.5517511964409), (-121.71399957160028, 38.55170069289085)]"
